user_device,user_osName,user_browserName,user_lat_lng,dest_lat_lng,booked_flight,booked_hotel,booked_rental
,,Edge,"-15.027546,-148.018735","-17.78748,-62.868852",0.0,1.0,0.0
Tablet,iOS,Opera,"-60.380755,-162.10905","-71.285736,-154.733721",0.0,0.0,0.0
Tablet,,Firefox,"25.395824,11.947368","-52.202195,120.447288",0.0,0.0,0.0
Tablet,Android,Firefox,"75.062307,-13.317236","29.34287,-57.259213",0.0,0.0,0.0
Desktop,,Firefox,,"-79.014876,-112.185889",0.0,0.0,0.0
Tablet,Linux,Chrome,"59.302267,153.495251","-9.020732,-124.841548",0.0,0.0,0.0
Mobile,macOS,,"-12.288287,-150.227525","47.268077,103.908617",0.0,0.0,0.0
,Linux,Chrome,"-60.563551,79.395959","-65.363198,81.673672",0.0,0.0,0.0
Tablet,Linux,Opera,"-31.451857,102.73859","2.203045,166.457356",0.0,0.0,0.0
Desktop,Android,Edge,"44.956723,69.9486","51.762193,30.707364",0.0,0.0,0.0
Desktop,iOS,Opera,"56.559039,92.360113","18.651219,-115.591647",0.0,0.0,0.0
Mobile,Android,Chrome,"23.865822,-178.478205","70.852943,21.329186",0.0,0.0,0.0
Mobile,macOS,Firefox,"2.821897,34.291042","13.337459,27.150603",0.0,0.0,0.0
,,Chrome,"82.916262,54.173542","-40.277563,112.352614",0.0,0.0,0.0
Tablet,Windows,Edge,"13.585276,14.829784","65.221106,-76.36145",0.0,0.0,0.0
,Linux,Firefox,"-71.407261,-26.056844","-10.481378,-115.50568",0.0,0.0,0.0
Mobile,Windows,Chrome,"-65.815975,-161.02881","-47.06236,-59.046186",0.0,0.0,0.0
Mobile,iOS,Firefox,"-30.695545,52.359181","72.358089,45.417478",0.0,1.0,0.0
Tablet,Android,,"66.02352,111.731712",,0.0,0.0,0.0
Mobile,macOS,Opera,"-36.955827,-163.441217","52.437685,-174.221793",0.0,0.0,0.0
Desktop,macOS,Opera,"-17.517928,-66.679455","-67.619769,-90.808652",,0.0,0.0
Desktop,macOS,Safari,"-23.172384,21.275619","-35.2943,120.262405",0.0,0.0,0.0
Desktop,Android,Firefox,"-84.525566,-46.509935","48.583548,-127.63893",0.0,0.0,0.0
Tablet,iOS,Edge,"10.553996,-24.850486","6.107887,-140.718098",,0.0,0.0
Mobile,macOS,Chrome,"30.10121,-112.992555","-58.880855,-92.812433",1.0,0.0,0.0
Desktop,Windows,Chrome,"-62.31094,-69.165207","72.953108,-48.340129",0.0,0.0,0.0
Tablet,iOS,Safari,"-71.688736,-94.945727","74.84715,90.266674",0.0,0.0,
Mobile,iOS,Chrome,,"44.893076,109.256969",0.0,0.0,0.0
Mobile,iOS,Edge,"38.062093,-76.846291","-72.72616,113.262126",0.0,0.0,0.0
Desktop,macOS,,"-89.328435,20.544277","-44.534963,174.215306",0.0,0.0,
Mobile,iOS,Opera,"34.549478,-39.126174","62.676569,178.792394",0.0,0.0,0.0
Mobile,macOS,,"-36.540018,-3.370392","78.680929,-50.497474",0.0,0.0,0.0
Desktop,Windows,Firefox,"-71.77686,51.813439","79.504199,-61.11721",0.0,0.0,0.0
Desktop,Windows,Chrome,"41.993487,73.667044","28.66909,114.714044",0.0,0.0,1.0
Mobile,Windows,Firefox,"-30.839951,123.375839","-21.24545,-106.607787",1.0,1.0,0.0
Tablet,Windows,Safari,"80.432779,-73.05328","71.079651,-142.818547",0.0,0.0,0.0
Tablet,iOS,Firefox,"-42.710546,73.478074","-24.30442,14.606156",,0.0,0.0
Desktop,iOS,Chrome,"37.490753,3.750272","54.85494,132.784176",0.0,0.0,1.0
Mobile,macOS,Firefox,"76.197601,-127.326591","2.093985,26.422831",0.0,0.0,0.0
Desktop,Windows,Edge,"-4.073924,-167.325526","63.688608,-11.875602",0.0,0.0,0.0
Tablet,Linux,Edge,,"10.638519,-173.362025",1.0,0.0,0.0
Tablet,Windows,,"-1.478129,32.027239","81.201369,24.040163",0.0,0.0,
Mobile,Android,Opera,"-89.372251,47.716705","40.963376,-90.75133",,0.0,0.0
Desktop,,Opera,"-1.853865,-99.431321","28.185922,-14.390752",0.0,0.0,0.0
Desktop,Android,Opera,"-87.281978,-123.802848","-69.755375,118.859837",0.0,0.0,0.0
Tablet,Linux,Firefox,"18.059802,57.182473","61.080972,-157.063228",0.0,0.0,0.0
Desktop,macOS,Chrome,"26.471016,-124.861565","-19.691057,-78.680668",0.0,,0.0
Desktop,iOS,Firefox,"74.018577,-32.057254","2.946475,-4.033423",0.0,0.0,0.0
Desktop,macOS,Chrome,,"28.156938,-90.904442",0.0,,0.0
,Linux,Chrome,"-5.297632,7.747624","-50.094102,80.397585",0.0,0.0,1.0
Tablet,Windows,Chrome,"48.663945,43.746817","85.716937,160.683992",0.0,0.0,0.0
Desktop,macOS,Chrome,"-18.125552,-78.294726","52.557517,-155.711497",0.0,0.0,0.0
Mobile,Linux,Edge,,,0.0,0.0,0.0
Desktop,Windows,Chrome,"-66.694694,-71.849991","-36.760926,-38.295614",0.0,0.0,0.0
Desktop,iOS,Firefox,"-31.151448,-133.970577","81.663007,-148.929383",,0.0,0.0
Tablet,Linux,Chrome,"37.466118,42.899405","65.024166,-161.892672",0.0,0.0,0.0
Mobile,Android,,,"-29.170367,19.944474",0.0,0.0,0.0
Desktop,Android,Firefox,"27.901993,73.146739","-25.850842,164.576529",,0.0,0.0
Tablet,,Safari,"10.292877,18.566907","0.787515,84.182048",0.0,0.0,0.0
Mobile,Windows,Firefox,"-86.395992,97.52626","36.371756,120.633242",0.0,0.0,0.0
Desktop,,Edge,"73.933337,-135.984968","65.504541,-12.125883",0.0,0.0,0.0
Tablet,macOS,Edge,"53.213486,12.350523","65.340497,55.241935",0.0,0.0,
Desktop,Windows,Opera,"-38.644351,151.518264","33.490979,-117.634824",0.0,0.0,0.0
,Linux,Safari,"-86.873238,-81.338919","-45.882098,67.559284",0.0,0.0,
Mobile,Android,Chrome,"69.524969,-6.834782","-42.185943,-3.585601",0.0,0.0,
Tablet,iOS,Edge,,"-1.806246,-95.746785",0.0,0.0,0.0
Mobile,Android,Opera,"-63.364749,-102.536963","11.96893,22.952187",0.0,0.0,0.0
Desktop,Linux,Opera,"89.753194,-94.517026","-66.777128,-42.798676",0.0,0.0,
Tablet,iOS,Chrome,,"-24.15127,22.351898",0.0,0.0,0.0
Desktop,macOS,Firefox,"63.255539,166.232098","44.879619,-173.436097",0.0,1.0,0.0
Desktop,Windows,Safari,"-64.567365,36.206446","-66.138977,-71.281827",,0.0,0.0
,Linux,Chrome,,"55.874384,-7.013607",0.0,0.0,1.0
Tablet,Windows,Chrome,"-10.719417,-98.864517","1.959586,-32.685003",0.0,0.0,0.0
Desktop,macOS,Firefox,"-20.314813,90.414975","-15.273949,171.920492",0.0,0.0,0.0
Tablet,iOS,Firefox,,"71.755353,81.312247",,0.0,0.0
Desktop,Linux,Edge,"-54.877606,-164.903484","-31.665018,4.927333",0.0,1.0,0.0
Mobile,iOS,Firefox,"79.864171,-6.108047","34.094321,-37.952893",0.0,0.0,0.0
Tablet,Linux,Firefox,"38.98668,57.665173","4.405137,-127.54408",,0.0,0.0
Desktop,macOS,,"70.356831,-84.207394","-73.156204,-119.768492",0.0,,0.0
Mobile,macOS,Safari,"-10.490383,148.9035","46.018286,-111.613671",0.0,0.0,0.0
,macOS,Safari,"15.403715,-154.309811","76.449902,-47.322414",0.0,0.0,0.0
Mobile,Windows,Chrome,,"-59.574094,117.087888",0.0,0.0,
Desktop,Android,Safari,"88.881389,-99.309964","-7.803569,-40.154457",0.0,0.0,0.0
Mobile,iOS,Safari,"66.543133,-151.885566","-30.698428,-61.015511",1.0,,0.0
Desktop,Linux,,"-57.290275,133.939876","29.419382,14.633332",0.0,0.0,0.0
Desktop,,Safari,"71.808566,-116.569349","-5.824508,-19.065061",0.0,,0.0
Tablet,Android,,"-48.626607,11.004239","-64.43981,118.035769",0.0,0.0,0.0
Desktop,Windows,Opera,"-80.517069,160.3023","76.832594,108.794276",0.0,0.0,0.0
Desktop,Windows,Chrome,"-24.826189,-3.856332","-8.771934,169.989697",0.0,0.0,
Tablet,Android,Chrome,"-71.091296,-168.283932","21.355991,98.669828",0.0,,0.0
Tablet,Linux,Opera,"-5.792957,-136.199747","43.420199,74.81281",,0.0,0.0
Desktop,Android,Opera,"23.457364,106.013269","25.557557,-103.819655",0.0,,0.0
Desktop,Windows,Opera,"-84.299196,40.400101","-36.998329,139.218302",0.0,,0.0
Tablet,Windows,Opera,"56.812815,-21.805927",,0.0,0.0,1.0
Tablet,iOS,Chrome,"82.746839,-139.969834","-38.851062,-49.502484",0.0,1.0,0.0
Mobile,Linux,Opera,"-31.862797,-97.172988","9.563316,37.993703",0.0,0.0,
Mobile,,Firefox,"89.314408,-74.096512","52.321019,-153.573593",0.0,0.0,0.0
Mobile,Windows,Safari,,"-52.517859,1.858286",0.0,0.0,0.0
Tablet,Android,Safari,,"-44.853731,134.454671",,0.0,0.0
Tablet,Windows,Firefox,,"25.230235,-3.515829",0.0,,0.0
Tablet,iOS,Chrome,"-27.149089,38.577143","-89.920149,129.113362",0.0,0.0,0.0
Mobile,Android,Chrome,"-35.505348,88.570208","-7.045132,11.307327",,1.0,0.0
Desktop,Windows,Safari,"-34.702179,136.587855","35.688864,157.483943",1.0,1.0,0.0
Desktop,Linux,Edge,,"-61.522199,-154.373696",0.0,0.0,0.0
Desktop,,Firefox,"3.721589,-85.061709","-68.056396,86.660709",,0.0,0.0
Tablet,Windows,Firefox,"-84.95962,-126.527873","-66.729991,0.353163",,0.0,0.0
Desktop,Windows,Safari,"84.23121,158.86963","37.169089,76.594256",0.0,0.0,0.0
Desktop,macOS,Opera,"-68.52587,-45.050328","-16.856524,71.501197",0.0,,0.0
Tablet,Android,Edge,"-6.277209,-7.894105","81.002001,-169.927619",0.0,0.0,0.0
Tablet,macOS,Chrome,"-36.212432,148.66302","30.848425,8.142514",0.0,0.0,0.0
Tablet,,Chrome,"73.528308,-173.185769","-51.734066,-69.22361",1.0,0.0,0.0
Tablet,Android,Chrome,,"60.687102,31.283311",0.0,0.0,0.0
,iOS,Chrome,"17.549579,132.081443","-87.384538,167.530079",0.0,0.0,0.0
Mobile,Android,Firefox,"26.915571,-11.186059","29.913167,-20.648605",0.0,0.0,0.0
Tablet,Windows,Firefox,"82.421231,88.77549","38.220016,-106.355149",0.0,0.0,0.0
Desktop,Windows,Opera,"-45.124313,-40.702716",,0.0,1.0,0.0
Desktop,,Firefox,"46.77756,-173.046871","-18.526856,145.692102",0.0,0.0,0.0
Mobile,Android,Opera,"-78.486606,129.392344","-20.05373,-76.289149",0.0,0.0,0.0
Tablet,Windows,Opera,"-82.269722,64.264983","36.64149,133.058015",0.0,0.0,0.0
Desktop,Windows,Chrome,,"-46.038211,110.851807",0.0,0.0,0.0
Desktop,macOS,Chrome,"62.522292,163.202079","-35.135123,-90.966168",0.0,1.0,0.0
Tablet,Windows,Firefox,"-72.80108,-27.775077",,0.0,,0.0
Mobile,macOS,Firefox,"13.312546,149.780477","65.202547,134.762651",0.0,0.0,0.0
Tablet,Linux,Opera,"-42.027454,-154.214103","31.927811,-70.961263",0.0,,0.0
Tablet,Android,Safari,"-53.682368,-1.591803","-59.992418,71.56974",0.0,0.0,0.0
Tablet,macOS,Chrome,"32.58918,68.642648","-71.444037,-32.001008",0.0,0.0,0.0
Tablet,Android,Edge,"-76.560605,94.107695","-74.014385,-26.475566",0.0,0.0,0.0
Tablet,Android,Safari,"28.843093,-33.284453","-65.791034,-168.41369",0.0,0.0,0.0
Mobile,,Chrome,"12.795528,96.386561","-9.047813,24.369799",0.0,,0.0
,macOS,Chrome,"-42.823305,158.412061","-10.918591,-116.586835",0.0,1.0,1.0
Tablet,Windows,Firefox,,"-76.062356,-134.507904",0.0,0.0,0.0
Desktop,iOS,Edge,"43.354432,57.786703",,0.0,0.0,0.0
Desktop,macOS,Edge,"-75.07656,150.841659","65.396941,122.432091",0.0,0.0,0.0
,macOS,,"-36.840537,88.420394","68.484395,136.348343",0.0,0.0,0.0
Desktop,Linux,Opera,"69.264254,-92.057942","30.152775,125.075128",0.0,0.0,0.0
Tablet,Windows,Edge,"74.628139,40.298993","41.459445,-71.956488",0.0,0.0,0.0
Tablet,Linux,Safari,"28.625721,149.224639","45.922904,41.60751",0.0,,0.0
Tablet,Android,Opera,"4.812286,-21.366879","-85.051811,103.089444",0.0,0.0,0.0
Mobile,,Firefox,"23.981718,19.448466","66.750312,6.290129",0.0,0.0,0.0
,Linux,,"-78.934372,-115.022863","-2.335187,-26.182681",1.0,0.0,0.0
Tablet,Linux,,"-87.558034,-141.061378","39.390264,-102.436681",0.0,1.0,0.0
,Windows,Safari,"41.372939,-178.303982","49.308197,-74.756427",,0.0,
Mobile,macOS,Safari,"-35.207007,-18.244294","-42.930501,111.304594",0.0,0.0,0.0
Desktop,Android,Firefox,"78.806205,-62.277474","-58.612375,130.506873",0.0,0.0,0.0
Desktop,iOS,Firefox,"50.963537,-32.844391","86.01583,-64.845477",0.0,0.0,0.0
Tablet,iOS,Edge,"-72.271552,-144.416251","77.01727,23.909291",0.0,0.0,0.0
,iOS,,"-12.161912,-159.162073","-43.319037,-17.051857",,0.0,0.0
Mobile,Android,Chrome,"12.891463,-2.286095","54.009811,59.989398",0.0,0.0,
Tablet,,Edge,"36.456333,-113.176249","-0.939164,-87.366039",1.0,0.0,0.0
Mobile,Windows,Firefox,,"40.64298,-67.205569",,1.0,0.0
Tablet,Windows,Safari,"40.002068,-69.422883","-30.429218,88.877596",0.0,,
Mobile,iOS,Edge,"20.594916,137.763814","10.517949,-113.09993",,0.0,0.0
Mobile,macOS,Safari,,"33.680122,-87.101113",0.0,0.0,0.0
Tablet,Linux,Opera,"69.502122,-50.911362","46.888502,-7.661919",0.0,0.0,0.0
Mobile,iOS,Safari,"41.445518,-64.765556","17.097352,36.351612",0.0,0.0,0.0
Mobile,Android,Chrome,"-36.32122,51.130173","-63.574109,54.171163",0.0,0.0,0.0
Mobile,Windows,,"-61.863942,132.110594","66.082918,140.832725",0.0,0.0,0.0
,Linux,Safari,"-20.227682,-173.060123","33.939436,168.831394",0.0,0.0,0.0
Tablet,Windows,Edge,"-35.021435,102.587877","17.68971,-88.245662",0.0,0.0,0.0
Desktop,,Chrome,"64.684594,24.4369","28.831104,147.303388",0.0,0.0,0.0
Mobile,Windows,Chrome,"-37.060323,10.027477","-25.406631,-84.65439",0.0,0.0,0.0
Mobile,macOS,Firefox,,"83.970773,95.957738",1.0,0.0,0.0
Desktop,Linux,Firefox,"-20.621345,14.289888","-81.039919,22.025829",,0.0,
Mobile,iOS,Edge,"69.684875,29.573616","-47.802433,-76.746088",0.0,0.0,0.0
Mobile,macOS,Firefox,,"-74.234386,-96.841559",0.0,0.0,0.0
Tablet,Android,Safari,"-72.897488,162.089847","0.940853,-151.717167",0.0,0.0,0.0
Mobile,Android,Firefox,"58.034246,95.707688","70.144874,99.145073",0.0,0.0,0.0
Tablet,iOS,Chrome,"-0.654376,62.114262",,0.0,0.0,0.0
Tablet,Linux,Edge,"-67.080545,43.522458","88.915141,22.790403",0.0,,0.0
Desktop,iOS,Safari,"55.940532,-157.630054","-13.864452,-108.489882",0.0,0.0,0.0
,macOS,Chrome,"-36.692924,-140.299678","-53.421013,106.635297",0.0,,0.0
Mobile,,Chrome,"-43.159134,98.108594","3.578611,174.240706",0.0,0.0,0.0
Desktop,Android,,"-30.23115,68.286185",,0.0,0.0,0.0
Tablet,Linux,Firefox,"49.194454,113.989929",,0.0,1.0,1.0
Desktop,Linux,,"67.20758,35.148892","53.870319,-39.272453",,0.0,0.0
Tablet,Linux,Edge,"-39.48483,-125.798928","-49.653936,-142.862865",0.0,0.0,0.0
Desktop,,Edge,"0.667558,-142.719397","-80.644639,115.488858",,0.0,0.0
Mobile,Windows,,"73.930316,-20.707114",,1.0,,0.0
,macOS,Opera,"67.137146,75.337338","46.626991,-30.535454",0.0,1.0,0.0
Mobile,Linux,Safari,"64.299161,138.224912","25.412574,61.637614",0.0,0.0,0.0
Desktop,Linux,Chrome,"-80.40717,81.092825","-43.689777,85.924621",,0.0,0.0
,iOS,Opera,"-49.221415,176.146886","-63.698946,-74.355773",,0.0,0.0
Desktop,macOS,Firefox,"50.112535,-178.644599","16.147508,14.246732",0.0,0.0,0.0
Desktop,macOS,Chrome,"76.934938,-74.769875","36.824664,29.848951",0.0,1.0,0.0
Tablet,Android,Edge,"-15.002352,40.422808","-81.082178,171.973079",0.0,0.0,0.0
Tablet,macOS,Firefox,"74.935763,153.837584","47.428012,136.955231",0.0,0.0,0.0
Desktop,,Safari,"11.424917,-65.979182","54.707069,-103.53827",0.0,0.0,0.0
Tablet,Linux,Safari,"-39.74581,-48.817044",,0.0,0.0,0.0
Tablet,Windows,Opera,"-57.507537,61.139887",,0.0,0.0,
Desktop,Linux,Safari,"5.004369,98.447292","88.252898,-74.352737",0.0,0.0,0.0
Mobile,iOS,Edge,"-73.059963,-36.033903","57.564481,-153.308495",1.0,0.0,0.0
Desktop,macOS,Opera,,"41.839367,72.5022",1.0,1.0,0.0
Desktop,Windows,Opera,"-5.716083,-18.156438","78.776023,82.338025",0.0,0.0,0.0
Mobile,Linux,,"-33.182346,81.664407","-82.548068,-17.836999",0.0,1.0,
Desktop,Android,Safari,"-3.317813,-107.192239",,0.0,0.0,0.0
,iOS,Firefox,"8.540545,34.801976","-12.901941,-78.896466",0.0,0.0,0.0
Tablet,iOS,Opera,"-86.151658,-106.639682","28.988077,-67.991062",0.0,0.0,0.0
Desktop,iOS,Firefox,"-46.367296,-90.692942","63.118319,-63.722236",0.0,,0.0
Mobile,Linux,,"-47.007743,-82.209178","2.760168,117.367816",0.0,0.0,0.0
,Windows,Firefox,"-42.709099,138.264781","58.120057,30.993177",0.0,0.0,0.0
Tablet,Windows,,"-32.463383,-54.085423","-21.614251,20.858215",0.0,0.0,
Desktop,macOS,Edge,"-42.088093,168.326769","62.943039,-101.238761",,0.0,
Desktop,Windows,Chrome,"6.388344,39.796601","-67.952681,29.5316",0.0,0.0,0.0
Desktop,Android,Safari,"42.387707,-59.862935","13.327735,-74.466638",0.0,1.0,0.0
Desktop,iOS,Chrome,"84.380477,-125.162578",,0.0,0.0,0.0
Mobile,Linux,Chrome,"-7.593372,-127.641866","-66.463151,118.199466",0.0,,0.0
Mobile,iOS,Opera,"52.267634,-141.365631","-6.39483,-144.067301",0.0,0.0,0.0
,iOS,Chrome,"9.701929,-142.269741","83.136323,-104.42108",,1.0,0.0
Desktop,Android,,"-8.52086,-79.089123","-32.95644,170.11261",,0.0,0.0
Mobile,,Edge,"72.593416,-160.885514","-57.440547,168.74116",0.0,0.0,0.0
Desktop,iOS,Firefox,"26.988773,70.290444","40.003169,-26.307777",0.0,0.0,0.0
,Android,Chrome,"70.016778,135.982604","17.087258,2.841153",0.0,0.0,0.0
Mobile,Android,Chrome,"85.870132,-88.592632","54.852802,-157.376576",,0.0,0.0
Tablet,Windows,,"-40.531432,-36.974618","56.410555,169.423586",0.0,1.0,0.0
Desktop,iOS,Safari,"6.763857,-47.828909","-12.676872,-111.095152",0.0,0.0,0.0
Tablet,macOS,Opera,"43.253354,-176.923781","-70.414345,-55.167997",0.0,0.0,0.0
Tablet,macOS,Safari,"-86.822223,77.780434","-66.482223,-97.303818",0.0,0.0,0.0
,macOS,Safari,"68.96182,99.557083","27.7985,-30.319851",0.0,0.0,0.0
Tablet,Android,Safari,"-68.92351,156.59065","72.183671,-12.994901",0.0,0.0,0.0
Tablet,iOS,Edge,"3.944271,87.226255","-62.261981,-130.089062",0.0,0.0,0.0
Tablet,Windows,Edge,"-53.811684,17.566427","34.76133,48.20619",0.0,0.0,0.0
Tablet,,Firefox,"-30.589055,170.913878","37.416735,-58.047315",0.0,0.0,0.0
Desktop,macOS,Safari,"-4.644695,92.007715","74.705588,-139.045693",0.0,0.0,0.0
Tablet,Linux,Edge,"18.581749,-146.05245","-84.087263,87.172758",0.0,,0.0
Desktop,macOS,Edge,"7.726996,14.477712","31.873469,-2.318213",0.0,0.0,0.0
Desktop,Android,Chrome,"38.827683,-64.113114","-82.135255,-138.887846",0.0,0.0,0.0
Mobile,iOS,Safari,"64.917381,44.13726","-54.846301,49.940357",0.0,1.0,0.0
Tablet,Android,Opera,"-82.918563,74.460884","29.348527,63.689162",0.0,0.0,0.0
Desktop,Windows,Chrome,"73.254044,65.932954","54.548818,-171.073424",0.0,1.0,0.0
Mobile,iOS,Edge,"-21.600485,32.633579","25.787154,-89.437296",,0.0,0.0
Mobile,iOS,Edge,,"12.786771,85.635252",0.0,1.0,0.0
Tablet,iOS,Edge,"0.178694,-170.583232","39.608464,-76.355655",0.0,0.0,0.0
,Linux,Edge,"-32.05982,-111.15099","-26.044574,150.22919",0.0,0.0,0.0
Tablet,iOS,Opera,"-19.682653,-92.940325","62.799681,-87.477612",0.0,0.0,0.0
Tablet,Linux,Firefox,"60.164766,71.166056","15.666788,-141.380463",0.0,0.0,0.0
Desktop,iOS,Firefox,"43.220653,-50.087768",,0.0,0.0,0.0
Desktop,macOS,Safari,"-89.379654,-101.104671","-42.494875,-28.137687",0.0,,0.0
,Windows,Edge,"45.953677,37.021251","50.815179,-88.042307",0.0,0.0,
Tablet,iOS,Safari,"6.94407,-79.012823","48.305962,-66.101151",0.0,0.0,
Desktop,Android,Opera,"-76.366381,102.551929","61.121714,-169.018612",0.0,0.0,0.0
Tablet,macOS,Safari,"-83.041998,-158.710871",,0.0,0.0,0.0
Mobile,Android,Firefox,"-36.911658,26.256124","70.302423,-25.73288",0.0,0.0,0.0
Desktop,Android,Firefox,"88.600773,-147.369033","8.208132,-92.852353",0.0,0.0,0.0
Mobile,Linux,,"-4.829256,36.631189","-66.89602,35.367241",0.0,0.0,0.0
Mobile,Windows,Safari,"58.158943,68.261009",,0.0,0.0,0.0
Mobile,Android,Edge,"55.393484,8.088843",,0.0,0.0,0.0
Mobile,macOS,Chrome,,,0.0,0.0,0.0
Tablet,Windows,Firefox,"72.156746,18.304978",,0.0,0.0,0.0
Tablet,macOS,Safari,"19.006761,-58.328585","-24.191741,136.427226",,0.0,0.0
,Android,Chrome,"17.30186,45.995084","-81.368547,108.442289",0.0,0.0,0.0
Tablet,Windows,Firefox,,"-13.35753,146.310244",0.0,0.0,0.0
Desktop,iOS,Firefox,"-54.440947,29.49339","30.069032,-120.629975",0.0,,0.0
,Android,,"-36.383146,-148.563182","82.709933,-124.302723",0.0,0.0,0.0
Desktop,Android,Firefox,,"-29.467211,172.36984",0.0,,0.0
,Linux,Chrome,"23.706582,175.858061","-51.867733,47.226074",0.0,0.0,0.0
Desktop,macOS,Chrome,"-74.228549,-100.752536","85.951778,68.011019",0.0,0.0,0.0
Tablet,iOS,Edge,"46.944758,-145.118113","29.297216,43.756469",,0.0,0.0
Mobile,Windows,Chrome,"59.890505,-179.902756","9.982143,161.695485",0.0,0.0,0.0
Mobile,Android,Safari,"70.190521,-155.943665","7.876223,58.786425",0.0,0.0,0.0
Tablet,,Safari,,"42.990811,9.975654",0.0,0.0,0.0
Mobile,iOS,Firefox,"7.121361,100.061506",,0.0,0.0,0.0
Mobile,Android,Edge,"-76.522167,-131.346773","-18.851722,41.986657",0.0,0.0,0.0
Mobile,macOS,Firefox,"-23.528278,13.485092","-86.585008,157.283159",0.0,0.0,0.0
Desktop,Windows,,"66.278567,15.364961","58.748404,-101.147042",0.0,0.0,0.0
Mobile,iOS,Opera,"29.736933,64.758391","-30.280881,63.774085",0.0,0.0,0.0
Mobile,iOS,Edge,"67.962263,99.631708","-28.616948,128.433605",0.0,0.0,0.0
Desktop,Linux,Opera,"85.865454,-172.79545",,0.0,0.0,0.0
Tablet,Windows,Opera,"-52.590838,154.960465","-6.371937,-16.785702",0.0,,0.0
Desktop,iOS,Firefox,"52.59964,-83.749411","-59.681309,174.013645",0.0,,0.0
,Android,Safari,"85.364398,133.15717","-27.930423,-106.336383",0.0,0.0,0.0
Tablet,Windows,Edge,"-78.361699,112.071544","-84.16049,-2.336125",0.0,0.0,0.0
Tablet,macOS,Firefox,"51.20777,-100.384901","-84.19335,-16.070115",0.0,0.0,0.0
Desktop,iOS,Opera,,"72.475977,-0.730559",1.0,1.0,0.0
Mobile,macOS,Opera,"31.656383,112.955468","-82.20408,-84.826652",0.0,0.0,0.0
Tablet,iOS,Chrome,"-72.110426,81.885164","-81.22562,137.532669",0.0,0.0,0.0
Mobile,,Chrome,"-53.144152,-154.132498","-46.780539,-156.579769",0.0,0.0,
Tablet,Linux,Edge,"9.373936,90.220001","83.616476,-4.62971",0.0,0.0,1.0
Mobile,Android,Safari,"8.414076,155.374875","-16.985248,153.748485",0.0,0.0,0.0
Desktop,macOS,Chrome,"35.219942,-137.673063","5.550802,-78.676881",0.0,0.0,0.0
Desktop,Windows,Opera,"78.213275,-124.960326","52.554671,-82.157961",0.0,0.0,0.0
Desktop,macOS,,,"-10.291165,109.141572",,0.0,0.0
Desktop,Linux,Safari,"89.74445,-60.412497","77.659242,38.123322",,,0.0
Tablet,,Edge,"-0.732722,-11.938497","0.865971,-152.577676",0.0,0.0,0.0
Desktop,iOS,Firefox,"-71.658503,-2.1546",,0.0,0.0,0.0
Mobile,macOS,,"-63.088921,108.713094","2.609735,88.056218",0.0,0.0,0.0
Desktop,Windows,Firefox,"82.496418,110.901039","25.236521,-145.104053",,0.0,0.0
Desktop,iOS,Firefox,"-12.408481,-179.146297","-18.495858,-108.182098",0.0,0.0,0.0
Desktop,iOS,Safari,"-83.404177,-1.787348","-62.798615,-100.672963",0.0,0.0,0.0
Desktop,Linux,Edge,"32.307714,115.025063","75.72306,76.503309",0.0,0.0,0.0
,Linux,Chrome,"17.915672,172.192725","73.458787,2.325124",0.0,0.0,0.0
Tablet,Windows,Firefox,"-1.119954,36.010368","-89.798209,-167.604536",,,
Tablet,iOS,Firefox,"-48.581582,-57.722227","-63.95486,101.059029",0.0,1.0,0.0
Mobile,Android,Chrome,"32.963713,36.59088","-53.701599,-143.425318",0.0,0.0,0.0
Mobile,macOS,Safari,"-23.463202,-139.686497","64.978736,-97.725532",0.0,,
Desktop,iOS,Safari,"-28.329261,-164.103988","0.435297,-57.790271",,0.0,0.0
Mobile,macOS,Safari,"14.538101,-63.714429","71.379492,73.710244",0.0,0.0,0.0
Mobile,iOS,Opera,"-21.627268,27.03176","-8.294739,130.701576",0.0,0.0,0.0
Mobile,Linux,Opera,"14.631804,31.803592","40.811677,111.19549",0.0,0.0,0.0
Mobile,,Safari,"-1.513582,-4.275924","85.961847,-106.865353",0.0,0.0,0.0
Tablet,Android,Safari,"57.8195,-11.680397","-53.551872,20.340489",0.0,0.0,0.0
Tablet,Linux,Chrome,"6.485429,175.762756","5.869502,132.882741",0.0,0.0,0.0
Mobile,Windows,Opera,"-57.410991,81.511554","-61.93562,-26.984601",0.0,0.0,0.0
Mobile,,Edge,"-4.826308,118.995005","5.023994,-12.910205",0.0,0.0,
Tablet,macOS,Safari,"-17.274139,-70.923806","-77.921489,-126.77295",0.0,0.0,0.0
Desktop,iOS,Safari,"-52.598485,134.005376","-62.358346,34.5712",0.0,0.0,0.0
Tablet,Linux,Safari,"39.299123,-152.315837","-12.804859,-115.857974",,0.0,0.0
Mobile,,Firefox,,"42.597514,109.067827",0.0,0.0,0.0
Mobile,iOS,,"-57.307245,33.407174",,0.0,0.0,0.0
Mobile,macOS,Edge,,"-78.549338,128.138153",0.0,0.0,0.0
Tablet,,Firefox,"19.420268,167.390842","83.290504,-123.887212",0.0,1.0,0.0
Mobile,Android,,"63.933039,-57.522493","51.508792,-144.972024",0.0,0.0,0.0
Tablet,iOS,Edge,"60.14717,133.176705","83.025265,-17.254217",,0.0,0.0
